PersistentHashMap/string/polyml,14150943,9615384,16501650,8517081,17322016,17320349,17699637,15859813,3812087
RedBlackMap/string/polyml,44776119,34351145,49180327,68754774,47634169,35196120,37247184,35440605,15617573
PersistentArray/int/polyml,76923076,72580645,68181818,16210374,64641241,24202006,47197491
Vector/int/polyml,52631578,49723756,71428571,173076923,54704595,21925550,26036242,63684261
PersistentHashMap/string/mlton,26315789,29032258,32608695,55079559,46728971,38499379,41420445,36333981,21482230
RedBlackMap/string/mlton,24390243,76923076,27573529,87976539,69621721,78091106,80398777,83035788,25457967
PersistentArray/int/mlton,33707865,77586206,35335689,85146641,42432814,36185268,60103377,40197952,52559286
Vector/int/mlton,13274336,61643835,57251908,30643513,92109303,72939460,89110675,96318493,101416106
